15	21	22	23	26	28	0
05	07	08	11	25	28	0
06	07	19	25	29	30	0
16	17	25	28	29	33	0
03	06	21	24	25	30	0
01	09	10	11	13	31	0
02	07	10	15	27	29	0
05	09	15	24	27	28	0
03	20	21	22	27	28	0
06	10	11	20	25	31	0
13	16	17	20	25	27	0
01	04	05	07	20	29	0
04	05	13	15	17	24	0
05	06	09	24	26	33	0
06	10	18	20	28	31	0
05	06	18	23	29	32	0
11	15	17	27	32	33	0
05	08	12	16	29	33	0
04	08	10	22	24	29	0
04	05	18	25	27	29	0
04	07	08	15	24	29	0
11	12	23	24	28	29	0
04	08	24	27	28	33	0
05	07	14	19	24	32	0
04	08	11	14	15	26	0
03	06	10	23	28	30	0
04	15	16	20	25	27	0
01	04	06	16	24	29	0
07	13	19	25	26	32	0
04	15	22	25	27	28	0
07	13	18	23	26	29	0
01	02	10	22	23	31	0
04	09	10	22	27	29	0
02	04	11	16	20	24	0
14	19	20	25	31	33	0
04	22	23	25	30	32	0
01	08	11	15	21	23	0
01	02	19	20	28	29	0
03	05	10	21	32	33	0
05	09	15	24	27	31	0
01	07	23	24	31	32	0
10	11	14	16	17	27	0
10	13	16	21	25	26	0
09	14	18	25	28	30	0
